5026	168	10537
3682	158	8500
13116	85	11364
11846	157	977
7967	5	12337
5668	10	10425
10414	222	5297
1337	173	8070
507	186	8667
5029	209	8254
12497	10	8608
4246	9	10866
941	149	1341
12899	210	9988
10445	86	4355
9045	10	436
6311	14	6321
1094	52	1229
6217	196	7838
1753	86	4089
7705	9	10612
12516	6	9951
5414	11	7148
13305	92	12688
9147	190	5462
10356	131	4374
11250	186	8667
9048	196	7838
1706	89	4966
5689	176	5134
3987	68	12649
8645	89	11859
5743	199	4695
3362	95	4691
7667	157	3898
8768	74	9377
6875	183	3294
922	11	5661
5725	68	12945
4463	235	5623
3555	73	10394
2922	68	12605
11202	12	11648
12557	3	737
12557	3	10933
3023	0	7098
8671	3	8698
4658	140	4118
10538	198	4801
8494	189	1131
9788	140	7109
970	12	11969
1914	10	2701
104	186	8667
8555	212	8872
9907	6	1750
5705	89	4942
8869	10	6987
13448	160	4586
1045	3	3972
10925	160	4589
4950	92	9119
2232	11	13740
10040	9	1232
5462	219	6818
2520	10	5878
11761	59	519
10144	96	10394
11989	124	13406
5143	188	6531
9585	9	7587
7585	209	12060
35	159	1054
9839	169	6766
14479	96	9065
4846	89	2772
6803	93	798
29	157	1392
3027	50	10169
6271	68	379
6816	115	7787
12920	86	5848
9281	95	3931
4357	52	1814
10835	68	11057
1629	108	6611
1038	6	2818
7587	4	328
1797	58	1829
531	12	488
7893	203	2284
3964	10	7767
11940	89	2288
11156	9	1045
5108	4	13383
1453	191	4512
5270	3	12230
7443	188	4460
7999	6	2722
8943	166	579
10394	129	1506
5353	96	9788
1319	50	10169
8258	225	12435
2970	9	10872
4440	159	14030
9841	17	10443
8251	212	4309
4460	124	83
2582	10	6271
11131	198	3593
9890	80	12303
11769	157	9600
1696	140	9715
6868	186	8667
12556	5	11034
9707	73	2068
4668	5	1231
10872	5	12608
4173	11	57
10033	186	8667
4587	68	287
221	186	8667
8659	6	3610
12573	3	1111
5082	9	10866
407	191	13325
10494	10	9787
387	52	2471
8118	101	6281
13388	234	10304
14449	173	13097
6506	96	11502
11312	96	8523
2714	9	3482
7022	115	12903
4701	159	10562
3038	168	14020
12156	6	6246
1123	209	12060
4118	85	4658
8656	59	2307
6322	149	602
2353	13	5281
601	155	8500
11650	219	6819
8065	128	9786
10625	4	11949
2929	192	5007
14484	50	10169
1166	88	10601
2323	10	3043
3525	191	11681
1975	166	6529
7193	191	11858
3986	209	7097
4437	191	10490
5428	44	6490
3145	193	299
8190	12	922
6321	190	5462
7632	171	310
9266	200	4695
9507	188	4460
7341	14	5445
749	9	5275
7684	12	5173
13948	115	2876
9615	68	3189
9361	191	4512
924	140	5022
11936	8	3707
5231	128	9912
12630	7	2325
8650	186	8667
7867	6	7361
5476	9	11342
7872	157	7883
13647	23	9905
5590	159	2911
10829	28	4747
7903	12	7905
9016	146	13340
77	33	2679
10530	160	4588
9096	158	12447
4872	208	4309
6714	100	11806
9861	58	12730
9248	166	9201
7333	68	9217
13422	9	1232
12608	6	2385
226	9	1294
8335	8	10264
3456	5	8448
8430	3	3661
3215	83	9573
1094	52	9854
3242	68	13968
4695	209	3437
12321	99	7802
1874	200	11687
7120	10	3864
3269	11	738
7793	140	3215
4287	144	12888
11618	89	11315
12138	13	5256
11437	98	13099
1157	11	11237
11501	165	13388
11304	191	13811
8568	176	9798
1714	85	8435
8798	96	8568
14041	56	9988
2249	10	4842
6875	183	13309
3986	209	4052
11087	111	1593
9454	12	9935
8147	177	1859
8432	85	6420
3724	191	4512
1718	191	11869
8796	128	9418
11667	99	4249
9415	78	10537
11989	165	13415
8342	9	4956
12547	3	14476
5288	12	13390
731	10	4183
7493	3	6926
5045	158	1219
488	12	10440
12011	4	530
7236	199	11687
4892	3	4815
7620	98	6660
3874	68	5058
6450	189	3962
2124	191	1370
3852	11	8793
9598	14	14272
4088	60	4088
10877	224	11348
1714	99	1161
11505	145	9788
35	159	2916
5262	3	8799
628	149	11836
9870	59	4615
13027	203	1809
9342	10	6240
8205	85	9771
4949	73	12748
4309	207	8662
14352	41	5934
3204	149	2863
13	190	1913
1180	197	8618
6400	10	750
2072	32	1316
7355	83	9573
3652	1	11180
11918	126	11918
7306	4	618
13546	14	3000
13166	14	9954
1949	40	12865
11687	209	12365
1393	5	13124
8483	165	13813
3986	209	6999
12573	3	10570
10021	80	9934
2880	188	10394
4371	230	9381
475	200	5038
9676	149	2749
2745	187	4355
5045	157	2681
11265	99	10559
3340	33	12982
3729	9	11414
11778	14	3811
3208	129	8218
3815	13	7118
9371	191	4742
111	9	8212
12573	4	11507
14000	106	13995
11989	129	10540
11201	9	8748
4152	68	3273
3243	158	2924
1331	10	4860
6319	92	3252
8165	92	12942
11826	6	9477
5658	73	9788
11680	129	2117
1455	71	11934
9926	89	3008
8599	190	7922
12968	85	2296
3716	10	3580
5273	4	6785
5170	96	6530
7107	93	3477
11241	191	4512
3103	140	8227
2083	178	8453
12920	96	9893
1858	59	12412
5659	86	6930
505	59	7662
6048	186	5422
4876	89	10695
7493	3	13953
5263	3	3667
33	149	2603
1690	9	12149
8795	80	13206
5838	165	14254
13026	203	11905
12556	3	13910
11203	68	6856
6827	86	9100
7438	199	4695
12042	89	10695
4088	171	3923
1881	84	7475
4725	85	3666
14359	183	1799
9867	96	8119
12872	180	3962
12821	6	6959
6452	236	7577
692	9	3652
12547	3	10553
5038	209	3977
3682	156	12181
3063	203	3313
6422	4	10944
10570	15	4866
7585	209	6176
9717	108	8232
11571	226	10394
6349	71	8196
13286	12	8937
7191	9	10587
5272	4	887
13475	9	3739
9250	196	7838
6139	159	2938
2286	85	12772
5734	50	10169
6708	149	10527
8490	10	4963
4076	10	6355
8292	68	8964
7061	10	3429
1722	158	12307
9625	96	11989
12674	186	5422
13145	80	11643
688	161	6531
11336	222	1662
5165	85	1777
762	9	10612
2493	196	7838
10850	96	10801
9067	12	11119
639	92	9713
4381	4	5551
2608	9	1326
4556	68	14026
6206	151	4918
13024	202	5792
4635	52	8351
7140	77	3795
8115	209	3022
958	9	1387
12475	9	10354
1045	3	7727
338	68	760
5795	10	3703
3297	187	4355
115	223	8989
6803	95	3931
4058	9	7966
8282	80	7757
5077	10	10123
1044	9	10587
406	33	11006
9992	192	8730
12930	157	8500
8689	177	4170
12307	157	7872
8500	157	6338
2615	190	12744
8598	191	1370
13992	9	11168
9570	96	8495
12626	93	3427
4897	3	11129
14077	148	2669
1809	58	7781
9366	9	10581
620	31	2714
6111	61	8727
2974	46	10537
8799	96	12887
1672	115	2828
4371	230	5562
6448	190	4361
9995	13	12538
4808	89	4942
7791	50	10169
5438	10	8561
2198	99	7234
5010	200	11687
1873	157	927
9827	55	9827
6697	190	11535
5305	129	12218
6816	115	6063
4453	68	12662
9241	96	8941
14239	162	3095
9646	212	7585
9128	129	14131
4231	4	6072
7107	89	11315
3757	52	11861
4264	10	6738
13229	14	6391
6155	73	10394
1601	188	10394
2513	96	6162
8872	209	9646
3667	14	4216
2266	192	11222
9439	148	5613
10577	3	5297
5635	70	7751
11769	157	927
8681	99	11584
12318	129	856
3722	12	13944
6572	12	13516
12136	15	6504
10866	4	6958
2742	191	5825
1745	14	11522
7048	12	10774
3895	236	7577
2024	149	2701
11687	209	6295
9993	201	3594
311	54	4634
10929	12	11969
7463	186	8667
9788	165	983
2120	137	3015
13629	131	4372
11473	96	12984
3211	158	2681
11947	96	8075
12357	215	5167
13609	139	12245
9234	186	5422
4357	52	11896
1413	191	11251
12336	82	12439
10441	191	4443
802	199	11687
6822	4	6503
9119	9	6822
10090	50	10169
8065	118	10394
8821	191	159
6807	186	8667
4146	192	13260
7119	96	10801
9278	195	5609
7592	200	4695
178	10	10471
7704	85	9095
1777	140	11947
12802	105	9985
3453	5	2067
4551	9	4910
12556	5	4391
8086	188	6538
12726	188	4460
11949	68	9313
10582	3	1228
10667	234	8943
1811	131	4372
1624	108	8888
13292	89	11315
1523	9	12547
9609	11	13178
10218	186	8667
4652	68	12944
5960	9	4797
12575	3	12633
1559	149	637
9944	10	10831
7667	158	13342
6460	10	757
3421	10	2660
4971	80	3328
2914	10	2869
12845	11	8175
5641	10	11980
106	39	10537
1696	140	12694
4196	190	11994
4392	154	5216
8152	97	10394
8659	7	8152
10703	120	13679
5799	68	7317
6499	154	2337
11243	162	11088
786	85	4499
5142	5	13095
14243	234	10359
735	85	3237
1412	188	10394
2323	68	7805
5445	100	10196
1975	166	12783
750	68	751
12011	1	12405
9352	52	9856
5136	209	12060
7354	191	11251
534	10	1083
2473	154	2822
11271	96	10394
6868	115	10002
7695	50	10169
6555	137	1041
12556	3	9552
5058	50	10169
6345	3	12432
4793	3	3959
8393	10	6355
13517	191	4398
10908	52	9462
12340	140	1293
8015	11	13167
9780	12	9779
5116	200	5038
393	146	5613
2714	9	4231
7421	95	3931
10047	96	7396
228	148	13102
7872	154	3460
3604	230	6033
8460	96	10394
3128	10	11225
7757	18	12885
10830	9	12575
7442	96	8499
